Title,Price,Date
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
Data Analyst Gift - Data Analysis Shirt - Data Scientist Present - Funny Data Science - Y'all Need Data - Unisex Tee,22.50,2023-01-29
